mnemonic,opcode,subsystem,criticality,description,fsw_min_version
CMD_PROP_VALVE_CLOSE_006,0x10F9,PROP,NOMINAL,Close propulsion valve (variant 6),1.0
CMD_PROP_BURN_EXEC_006,0x10FA,PROP,NOMINAL,Execute commanded delta-v burn (variant 6),1.0
CMD_PROP_BURN_ABORT_006,0x10FB,PROP,NOMINAL,Abort active propulsive maneuver (variant 6),1.0
CMD_EPS_PWR_ON_007,0x10FC,EPS,NOMINAL,Enable power channel in specified mode (variant 7),1.0
CMD_EPS_PWR_OFF_007,0x10FD,EPS,HAZARDOUS,Disable power channel (variant 7),1.0
CMD_EPS_BATT_TRICKLE_007,0x10FE,EPS,NOMINAL,Set battery trickle charge rate (variant 7),1.0
CMD_EPS_BATT_RESET_007,0x10FF,EPS,NOMINAL,Reset battery management controller (variant 7),1.0
CMD_EPS_SOLAR_DEPLOY_007,0x1100,EPS,NOMINAL,Deploy solar array (variant 7),1.0
CMD_EPS_SOLAR_STOW_007,0x1101,EPS,CRITICAL,Stow solar array (variant 7),1.0
CMD_ADCS_MODE_SET_007,0x1102,ADCS,NOMINAL,Set ADCS control mode (variant 7),1.0
CMD_ADCS_MODE_SAFE_007,0x1103,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 7),1.0
CMD_ADCS_RW_SPIN_007,0x1104,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 7),1.0
CMD_ADCS_RW_STOP_007,0x1105,ADCS,CRITICAL,Stop reaction wheel (variant 7),1.0
CMD_ADCS_MTQ_FIRE_007,0x1106,ADCS,NOMINAL,Fire magnetorquer along axis (variant 7),1.0
CMD_ADCS_STAR_TRACK_007,0x1107,ADCS,HAZARDOUS,Begin star tracker tracking (variant 7),1.0
CMD_ADCS_ATT_SLEW_007,0x1108,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 7),1.0
CMD_COMM_TX_ENABLE_007,0x1109,COMM,CRITICAL,Enable transmitter on band (variant 7),1.0
CMD_COMM_TX_DISABLE_007,0x110A,COMM,NOMINAL,Disable transmitter on band (variant 7),1.0
CMD_COMM_TX_POWER_007,0x110B,COMM,CRITICAL,Set transmitter output power (variant 7),1.0
CMD_COMM_DUMP_START_007,0x110C,COMM,NOMINAL,Start virtual-channel data dump (variant 7),1.0
CMD_COMM_DUMP_STOP_007,0x110D,COMM,CRITICAL,Stop virtual-channel data dump (variant 7),1.0
CMD_CDH_BOOT_WARM_007,0x110E,CDH,NOMINAL,Warm reboot of flight processor (variant 7),1.0
CMD_CDH_BOOT_COLD_007,0x110F,CDH,NOMINAL,Cold reboot of flight processor (variant 7),1.0
CMD_CDH_TIME_SYNC_007,0x1110,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 7),1.0
CMD_CDH_FILE_DELETE_007,0x1111,CDH,NOMINAL,Delete onboard file by path (variant 7),1.0
CMD_CDH_MEM_DUMP_007,0x1112,CDH,NOMINAL,Dump memory region (variant 7),1.0
CMD_CDH_MEM_PATCH_007,0x1113,CDH,NOMINAL,Patch memory region (variant 7),1.0
CMD_THERMAL_HTR_ON_007,0x1114,THERMAL,NOMINAL,Turn on heater zone (variant 7),1.0
CMD_THERMAL_HTR_OFF_007,0x1115,THERMAL,NOMINAL,Turn off heater zone (variant 7),1.0
CMD_THERMAL_HTR_AUTO_007,0x1116,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 7),1.0
CMD_PAYLOAD_IMG_CAPTURE_007,0x1117,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 7),1.0
CMD_PAYLOAD_IMG_ABORT_007,0x1118,PAYLOAD,HAZARDOUS,Abort current image capture (variant 7),1.0
CMD_PAYLOAD_INST_ON_007,0x1119,PAYLOAD,NOMINAL,Power on instrument (variant 7),1.0
CMD_PAYLOAD_INST_OFF_007,0x111A,PAYLOAD,NOMINAL,Power off instrument (variant 7),1.0
CMD_PAYLOAD_INST_CAL_007,0x111B,PAYLOAD,NOMINAL,Run instrument calibration (variant 7),1.0
CMD_PROP_VALVE_OPEN_007,0x111C,PROP,NOMINAL,Open propulsion valve (variant 7),1.0
CMD_PROP_VALVE_CLOSE_007,0x111D,PROP,NOMINAL,Close propulsion valve (variant 7),1.0
CMD_PROP_BURN_EXEC_007,0x111E,PROP,NOMINAL,Execute commanded delta-v burn (variant 7),1.0
CMD_PROP_BURN_ABORT_007,0x111F,PROP,NOMINAL,Abort active propulsive maneuver (variant 7),1.0
CMD_EPS_PWR_ON_008,0x1120,EPS,NOMINAL,Enable power channel in specified mode (variant 8),1.0
CMD_EPS_PWR_OFF_008,0x1121,EPS,HAZARDOUS,Disable power channel (variant 8),1.0
CMD_EPS_BATT_TRICKLE_008,0x1122,EPS,NOMINAL,Set battery trickle charge rate (variant 8),1.0
CMD_EPS_BATT_RESET_008,0x1123,EPS,NOMINAL,Reset battery management controller (variant 8),1.0
CMD_EPS_SOLAR_DEPLOY_008,0x1124,EPS,NOMINAL,Deploy solar array (variant 8),1.0
CMD_EPS_SOLAR_STOW_008,0x1125,EPS,CRITICAL,Stow solar array (variant 8),1.0
CMD_ADCS_MODE_SET_008,0x1126,ADCS,NOMINAL,Set ADCS control mode (variant 8),1.0
CMD_ADCS_MODE_SAFE_008,0x1127,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 8),1.0
CMD_ADCS_RW_SPIN_008,0x1128,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 8),1.0
CMD_ADCS_RW_STOP_008,0x1129,ADCS,CRITICAL,Stop reaction wheel (variant 8),1.0
CMD_ADCS_MTQ_FIRE_008,0x112A,ADCS,NOMINAL,Fire magnetorquer along axis (variant 8),1.0
CMD_ADCS_STAR_TRACK_008,0x112B,ADCS,HAZARDOUS,Begin star tracker tracking (variant 8),1.0
CMD_ADCS_ATT_SLEW_008,0x112C,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 8),1.0
CMD_COMM_TX_ENABLE_008,0x112D,COMM,CRITICAL,Enable transmitter on band (variant 8),1.0
CMD_COMM_TX_DISABLE_008,0x112E,COMM,NOMINAL,Disable transmitter on band (variant 8),1.0
CMD_COMM_TX_POWER_008,0x112F,COMM,CRITICAL,Set transmitter output power (variant 8),1.0
CMD_COMM_DUMP_START_008,0x1130,COMM,NOMINAL,Start virtual-channel data dump (variant 8),1.0
CMD_COMM_DUMP_STOP_008,0x1131,COMM,CRITICAL,Stop virtual-channel data dump (variant 8),1.0
CMD_CDH_BOOT_WARM_008,0x1132,CDH,NOMINAL,Warm reboot of flight processor (variant 8),1.0
CMD_CDH_BOOT_COLD_008,0x1133,CDH,NOMINAL,Cold reboot of flight processor (variant 8),1.0
CMD_CDH_TIME_SYNC_008,0x1134,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 8),1.0
CMD_CDH_FILE_DELETE_008,0x1135,CDH,NOMINAL,Delete onboard file by path (variant 8),1.0
CMD_CDH_MEM_DUMP_008,0x1136,CDH,NOMINAL,Dump memory region (variant 8),1.0
CMD_CDH_MEM_PATCH_008,0x1137,CDH,NOMINAL,Patch memory region (variant 8),1.0
CMD_THERMAL_HTR_ON_008,0x1138,THERMAL,NOMINAL,Turn on heater zone (variant 8),1.0
CMD_THERMAL_HTR_OFF_008,0x1139,THERMAL,NOMINAL,Turn off heater zone (variant 8),1.0
CMD_THERMAL_HTR_AUTO_008,0x113A,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 8),1.0
CMD_PAYLOAD_IMG_CAPTURE_008,0x113B,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 8),1.0
CMD_PAYLOAD_IMG_ABORT_008,0x113C,PAYLOAD,HAZARDOUS,Abort current image capture (variant 8),1.0
CMD_PAYLOAD_INST_ON_008,0x113D,PAYLOAD,NOMINAL,Power on instrument (variant 8),1.0
CMD_PAYLOAD_INST_OFF_008,0x113E,PAYLOAD,NOMINAL,Power off instrument (variant 8),1.0
CMD_PAYLOAD_INST_CAL_008,0x113F,PAYLOAD,NOMINAL,Run instrument calibration (variant 8),1.0
CMD_PROP_VALVE_OPEN_008,0x1140,PROP,NOMINAL,Open propulsion valve (variant 8),1.0
CMD_PROP_VALVE_CLOSE_008,0x1141,PROP,NOMINAL,Close propulsion valve (variant 8),1.0
CMD_PROP_BURN_EXEC_008,0x1142,PROP,NOMINAL,Execute commanded delta-v burn (variant 8),1.0
CMD_PROP_BURN_ABORT_008,0x1143,PROP,NOMINAL,Abort active propulsive maneuver (variant 8),1.0
CMD_EPS_PWR_ON_009,0x1144,EPS,NOMINAL,Enable power channel in specified mode (variant 9),1.0
CMD_EPS_PWR_OFF_009,0x1145,EPS,HAZARDOUS,Disable power channel (variant 9),1.0
CMD_EPS_BATT_TRICKLE_009,0x1146,EPS,NOMINAL,Set battery trickle charge rate (variant 9),1.0
CMD_EPS_BATT_RESET_009,0x1147,EPS,NOMINAL,Reset battery management controller (variant 9),1.0
CMD_EPS_SOLAR_DEPLOY_009,0x1148,EPS,NOMINAL,Deploy solar array (variant 9),1.0
CMD_EPS_SOLAR_STOW_009,0x1149,EPS,CRITICAL,Stow solar array (variant 9),1.0
CMD_ADCS_MODE_SET_009,0x114A,ADCS,NOMINAL,Set ADCS control mode (variant 9),1.0
CMD_ADCS_MODE_SAFE_009,0x114B,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 9),1.0
CMD_ADCS_RW_SPIN_009,0x114C,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 9),1.0
CMD_ADCS_RW_STOP_009,0x114D,ADCS,CRITICAL,Stop reaction wheel (variant 9),1.0
CMD_ADCS_MTQ_FIRE_009,0x114E,ADCS,NOMINAL,Fire magnetorquer along axis (variant 9),1.0
CMD_ADCS_STAR_TRACK_009,0x114F,ADCS,HAZARDOUS,Begin star tracker tracking (variant 9),1.0
CMD_ADCS_ATT_SLEW_009,0x1150,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 9),1.0
CMD_COMM_TX_ENABLE_009,0x1151,COMM,CRITICAL,Enable transmitter on band (variant 9),1.0
CMD_COMM_TX_DISABLE_009,0x1152,COMM,NOMINAL,Disable transmitter on band (variant 9),1.0
CMD_COMM_TX_POWER_009,0x1153,COMM,CRITICAL,Set transmitter output power (variant 9),1.0
CMD_COMM_DUMP_START_009,0x1154,COMM,NOMINAL,Start virtual-channel data dump (variant 9),1.0
CMD_COMM_DUMP_STOP_009,0x1155,COMM,CRITICAL,Stop virtual-channel data dump (variant 9),1.0
CMD_CDH_BOOT_WARM_009,0x1156,CDH,NOMINAL,Warm reboot of flight processor (variant 9),1.0
CMD_CDH_BOOT_COLD_009,0x1157,CDH,NOMINAL,Cold reboot of flight processor (variant 9),1.0
CMD_CDH_TIME_SYNC_009,0x1158,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 9),1.0
CMD_CDH_FILE_DELETE_009,0x1159,CDH,NOMINAL,Delete onboard file by path (variant 9),1.0
CMD_CDH_MEM_DUMP_009,0x115A,CDH,NOMINAL,Dump memory region (variant 9),1.0
CMD_CDH_MEM_PATCH_009,0x115B,CDH,NOMINAL,Patch memory region (variant 9),1.0
CMD_THERMAL_HTR_ON_009,0x115C,THERMAL,NOMINAL,Turn on heater zone (variant 9),1.0
CMD_THERMAL_HTR_OFF_009,0x115D,THERMAL,NOMINAL,Turn off heater zone (variant 9),1.0
CMD_THERMAL_HTR_AUTO_009,0x115E,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 9),1.0
CMD_PAYLOAD_IMG_CAPTURE_009,0x115F,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 9),1.0
CMD_PAYLOAD_IMG_ABORT_009,0x1160,PAYLOAD,HAZARDOUS,Abort current image capture (variant 9),1.0
CMD_PAYLOAD_INST_ON_009,0x1161,PAYLOAD,NOMINAL,Power on instrument (variant 9),1.0
CMD_PAYLOAD_INST_OFF_009,0x1162,PAYLOAD,NOMINAL,Power off instrument (variant 9),1.0
CMD_PAYLOAD_INST_CAL_009,0x1163,PAYLOAD,NOMINAL,Run instrument calibration (variant 9),1.0
CMD_PROP_VALVE_OPEN_009,0x1164,PROP,NOMINAL,Open propulsion valve (variant 9),1.0
CMD_PROP_VALVE_CLOSE_009,0x1165,PROP,NOMINAL,Close propulsion valve (variant 9),1.0
CMD_PROP_BURN_EXEC_009,0x1166,PROP,NOMINAL,Execute commanded delta-v burn (variant 9),1.0
CMD_PROP_BURN_ABORT_009,0x1167,PROP,NOMINAL,Abort active propulsive maneuver (variant 9),1.0
CMD_EPS_PWR_ON_010,0x1168,EPS,NOMINAL,Enable power channel in specified mode (variant 10),1.0
CMD_EPS_PWR_OFF_010,0x1169,EPS,HAZARDOUS,Disable power channel (variant 10),1.0
CMD_EPS_BATT_TRICKLE_010,0x116A,EPS,NOMINAL,Set battery trickle charge rate (variant 10),1.0
CMD_EPS_BATT_RESET_010,0x116B,EPS,NOMINAL,Reset battery management controller (variant 10),1.0
CMD_EPS_SOLAR_DEPLOY_010,0x116C,EPS,NOMINAL,Deploy solar array (variant 10),1.0
CMD_EPS_SOLAR_STOW_010,0x116D,EPS,CRITICAL,Stow solar array (variant 10),1.0
CMD_ADCS_MODE_SET_010,0x116E,ADCS,NOMINAL,Set ADCS control mode (variant 10),1.0
CMD_ADCS_MODE_SAFE_010,0x116F,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 10),1.0
CMD_ADCS_RW_SPIN_010,0x1170,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 10),1.0
CMD_ADCS_RW_STOP_010,0x1171,ADCS,CRITICAL,Stop reaction wheel (variant 10),1.0
CMD_ADCS_MTQ_FIRE_010,0x1172,ADCS,NOMINAL,Fire magnetorquer along axis (variant 10),1.0
CMD_ADCS_STAR_TRACK_010,0x1173,ADCS,HAZARDOUS,Begin star tracker tracking (variant 10),1.0
CMD_ADCS_ATT_SLEW_010,0x1174,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 10),1.0
CMD_COMM_TX_ENABLE_010,0x1175,COMM,CRITICAL,Enable transmitter on band (variant 10),1.0
CMD_COMM_TX_DISABLE_010,0x1176,COMM,NOMINAL,Disable transmitter on band (variant 10),1.0
CMD_COMM_TX_POWER_010,0x1177,COMM,CRITICAL,Set transmitter output power (variant 10),1.0
CMD_COMM_DUMP_START_010,0x1178,COMM,NOMINAL,Start virtual-channel data dump (variant 10),1.0
CMD_COMM_DUMP_STOP_010,0x1179,COMM,CRITICAL,Stop virtual-channel data dump (variant 10),1.0
CMD_CDH_BOOT_WARM_010,0x117A,CDH,NOMINAL,Warm reboot of flight processor (variant 10),1.0
CMD_CDH_BOOT_COLD_010,0x117B,CDH,NOMINAL,Cold reboot of flight processor (variant 10),1.0
CMD_CDH_TIME_SYNC_010,0x117C,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 10),1.0
CMD_CDH_FILE_DELETE_010,0x117D,CDH,NOMINAL,Delete onboard file by path (variant 10),1.0
CMD_CDH_MEM_DUMP_010,0x117E,CDH,NOMINAL,Dump memory region (variant 10),1.0
CMD_CDH_MEM_PATCH_010,0x117F,CDH,NOMINAL,Patch memory region (variant 10),1.0
CMD_THERMAL_HTR_ON_010,0x1180,THERMAL,NOMINAL,Turn on heater zone (variant 10),1.0
CMD_THERMAL_HTR_OFF_010,0x1181,THERMAL,NOMINAL,Turn off heater zone (variant 10),1.0
CMD_THERMAL_HTR_AUTO_010,0x1182,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 10),1.0
CMD_PAYLOAD_IMG_CAPTURE_010,0x1183,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 10),1.0
CMD_PAYLOAD_IMG_ABORT_010,0x1184,PAYLOAD,HAZARDOUS,Abort current image capture (variant 10),1.0
CMD_PAYLOAD_INST_ON_010,0x1185,PAYLOAD,NOMINAL,Power on instrument (variant 10),1.0
CMD_PAYLOAD_INST_OFF_010,0x1186,PAYLOAD,NOMINAL,Power off instrument (variant 10),1.0
CMD_PAYLOAD_INST_CAL_010,0x1187,PAYLOAD,NOMINAL,Run instrument calibration (variant 10),1.0
CMD_PROP_VALVE_OPEN_010,0x1188,PROP,NOMINAL,Open propulsion valve (variant 10),1.0
CMD_PROP_VALVE_CLOSE_010,0x1189,PROP,NOMINAL,Close propulsion valve (variant 10),1.0
CMD_PROP_BURN_EXEC_010,0x118A,PROP,NOMINAL,Execute commanded delta-v burn (variant 10),1.0
CMD_PROP_BURN_ABORT_010,0x118B,PROP,NOMINAL,Abort active propulsive maneuver (variant 10),1.0
CMD_EPS_PWR_ON_011,0x118C,EPS,NOMINAL,Enable power channel in specified mode (variant 11),1.0
CMD_EPS_PWR_OFF_011,0x118D,EPS,HAZARDOUS,Disable power channel (variant 11),1.0
CMD_EPS_BATT_TRICKLE_011,0x118E,EPS,NOMINAL,Set battery trickle charge rate (variant 11),1.0
CMD_EPS_BATT_RESET_011,0x118F,EPS,NOMINAL,Reset battery management controller (variant 11),1.0
CMD_EPS_SOLAR_DEPLOY_011,0x1190,EPS,NOMINAL,Deploy solar array (variant 11),1.0
CMD_EPS_SOLAR_STOW_011,0x1191,EPS,CRITICAL,Stow solar array (variant 11),1.0
CMD_ADCS_MODE_SET_011,0x1192,ADCS,NOMINAL,Set ADCS control mode (variant 11),1.0
CMD_ADCS_MODE_SAFE_011,0x1193,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 11),1.0
CMD_ADCS_RW_SPIN_011,0x1194,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 11),1.0
CMD_ADCS_RW_STOP_011,0x1195,ADCS,CRITICAL,Stop reaction wheel (variant 11),1.0
CMD_ADCS_MTQ_FIRE_011,0x1196,ADCS,NOMINAL,Fire magnetorquer along axis (variant 11),1.0
CMD_ADCS_STAR_TRACK_011,0x1197,ADCS,HAZARDOUS,Begin star tracker tracking (variant 11),1.0
CMD_ADCS_ATT_SLEW_011,0x1198,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 11),1.0
CMD_COMM_TX_ENABLE_011,0x1199,COMM,CRITICAL,Enable transmitter on band (variant 11),1.0
CMD_COMM_TX_DISABLE_011,0x119A,COMM,NOMINAL,Disable transmitter on band (variant 11),1.0
CMD_COMM_TX_POWER_011,0x119B,COMM,CRITICAL,Set transmitter output power (variant 11),1.0
CMD_COMM_DUMP_START_011,0x119C,COMM,NOMINAL,Start virtual-channel data dump (variant 11),1.0
CMD_COMM_DUMP_STOP_011,0x119D,COMM,CRITICAL,Stop virtual-channel data dump (variant 11),1.0
CMD_CDH_BOOT_WARM_011,0x119E,CDH,NOMINAL,Warm reboot of flight processor (variant 11),1.0
CMD_CDH_BOOT_COLD_011,0x119F,CDH,NOMINAL,Cold reboot of flight processor (variant 11),1.0
CMD_CDH_TIME_SYNC_011,0x11A0,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 11),1.0
CMD_CDH_FILE_DELETE_011,0x11A1,CDH,NOMINAL,Delete onboard file by path (variant 11),1.0
CMD_CDH_MEM_DUMP_011,0x11A2,CDH,NOMINAL,Dump memory region (variant 11),1.0
CMD_CDH_MEM_PATCH_011,0x11A3,CDH,NOMINAL,Patch memory region (variant 11),1.0
CMD_THERMAL_HTR_ON_011,0x11A4,THERMAL,NOMINAL,Turn on heater zone (variant 11),1.0
CMD_THERMAL_HTR_OFF_011,0x11A5,THERMAL,NOMINAL,Turn off heater zone (variant 11),1.0
CMD_THERMAL_HTR_AUTO_011,0x11A6,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 11),1.0
CMD_PAYLOAD_IMG_CAPTURE_011,0x11A7,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 11),1.0
CMD_PAYLOAD_IMG_ABORT_011,0x11A8,PAYLOAD,HAZARDOUS,Abort current image capture (variant 11),1.0
CMD_PAYLOAD_INST_ON_011,0x11A9,PAYLOAD,NOMINAL,Power on instrument (variant 11),1.0
CMD_PAYLOAD_INST_OFF_011,0x11AA,PAYLOAD,NOMINAL,Power off instrument (variant 11),1.0
CMD_PAYLOAD_INST_CAL_011,0x11AB,PAYLOAD,NOMINAL,Run instrument calibration (variant 11),1.0
CMD_PROP_VALVE_OPEN_011,0x11AC,PROP,NOMINAL,Open propulsion valve (variant 11),1.0
CMD_PROP_VALVE_CLOSE_011,0x11AD,PROP,NOMINAL,Close propulsion valve (variant 11),1.0
CMD_PROP_BURN_EXEC_011,0x11AE,PROP,NOMINAL,Execute commanded delta-v burn (variant 11),1.0
CMD_PROP_BURN_ABORT_011,0x11AF,PROP,NOMINAL,Abort active propulsive maneuver (variant 11),1.0
CMD_EPS_PWR_ON_012,0x11B0,EPS,NOMINAL,Enable power channel in specified mode (variant 12),1.0
CMD_EPS_PWR_OFF_012,0x11B1,EPS,HAZARDOUS,Disable power channel (variant 12),1.0
CMD_EPS_BATT_TRICKLE_012,0x11B2,EPS,NOMINAL,Set battery trickle charge rate (variant 12),1.0
CMD_EPS_BATT_RESET_012,0x11B3,EPS,NOMINAL,Reset battery management controller (variant 12),1.0
CMD_EPS_SOLAR_DEPLOY_012,0x11B4,EPS,NOMINAL,Deploy solar array (variant 12),1.0
CMD_EPS_SOLAR_STOW_012,0x11B5,EPS,CRITICAL,Stow solar array (variant 12),1.0
CMD_ADCS_MODE_SET_012,0x11B6,ADCS,NOMINAL,Set ADCS control mode (variant 12),1.0
CMD_ADCS_MODE_SAFE_012,0x11B7,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 12),1.0
CMD_ADCS_RW_SPIN_012,0x11B8,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 12),1.0
CMD_ADCS_RW_STOP_012,0x11B9,ADCS,CRITICAL,Stop reaction wheel (variant 12),1.0
CMD_ADCS_MTQ_FIRE_012,0x11BA,ADCS,NOMINAL,Fire magnetorquer along axis (variant 12),1.0
CMD_ADCS_STAR_TRACK_012,0x11BB,ADCS,HAZARDOUS,Begin star tracker tracking (variant 12),1.0
CMD_ADCS_ATT_SLEW_012,0x11BC,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 12),1.0
CMD_COMM_TX_ENABLE_012,0x11BD,COMM,CRITICAL,Enable transmitter on band (variant 12),1.0
CMD_COMM_TX_DISABLE_012,0x11BE,COMM,NOMINAL,Disable transmitter on band (variant 12),1.0
CMD_COMM_TX_POWER_012,0x11BF,COMM,CRITICAL,Set transmitter output power (variant 12),1.0
CMD_COMM_DUMP_START_012,0x11C0,COMM,NOMINAL,Start virtual-channel data dump (variant 12),1.0
CMD_COMM_DUMP_STOP_012,0x11C1,COMM,CRITICAL,Stop virtual-channel data dump (variant 12),1.0
CMD_CDH_BOOT_WARM_012,0x11C2,CDH,NOMINAL,Warm reboot of flight processor (variant 12),1.0
CMD_CDH_BOOT_COLD_012,0x11C3,CDH,NOMINAL,Cold reboot of flight processor (variant 12),1.0
CMD_CDH_TIME_SYNC_012,0x11C4,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 12),1.0
CMD_CDH_FILE_DELETE_012,0x11C5,CDH,NOMINAL,Delete onboard file by path (variant 12),1.0
CMD_CDH_MEM_DUMP_012,0x11C6,CDH,NOMINAL,Dump memory region (variant 12),1.0
CMD_CDH_MEM_PATCH_012,0x11C7,CDH,NOMINAL,Patch memory region (variant 12),1.0
CMD_THERMAL_HTR_ON_012,0x11C8,THERMAL,NOMINAL,Turn on heater zone (variant 12),1.0
CMD_THERMAL_HTR_OFF_012,0x11C9,THERMAL,NOMINAL,Turn off heater zone (variant 12),1.0
CMD_THERMAL_HTR_AUTO_012,0x11CA,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 12),1.0
CMD_PAYLOAD_IMG_CAPTURE_012,0x11CB,PAYLOAD,NOMINAL,Capture image with integration time and filter (variant 12),1.0
CMD_PAYLOAD_IMG_ABORT_012,0x11CC,PAYLOAD,HAZARDOUS,Abort current image capture (variant 12),1.0
CMD_PAYLOAD_INST_ON_012,0x11CD,PAYLOAD,NOMINAL,Power on instrument (variant 12),1.0
CMD_PAYLOAD_INST_OFF_012,0x11CE,PAYLOAD,NOMINAL,Power off instrument (variant 12),1.0
CMD_PAYLOAD_INST_CAL_012,0x11CF,PAYLOAD,NOMINAL,Run instrument calibration (variant 12),1.0
CMD_PROP_VALVE_OPEN_012,0x11D0,PROP,NOMINAL,Open propulsion valve (variant 12),1.0
CMD_PROP_VALVE_CLOSE_012,0x11D1,PROP,NOMINAL,Close propulsion valve (variant 12),1.0
CMD_PROP_BURN_EXEC_012,0x11D2,PROP,NOMINAL,Execute commanded delta-v burn (variant 12),1.0
CMD_PROP_BURN_ABORT_012,0x11D3,PROP,NOMINAL,Abort active propulsive maneuver (variant 12),1.0
CMD_EPS_PWR_ON_013,0x11D4,EPS,NOMINAL,Enable power channel in specified mode (variant 13),1.0
CMD_EPS_PWR_OFF_013,0x11D5,EPS,HAZARDOUS,Disable power channel (variant 13),1.0
CMD_EPS_BATT_TRICKLE_013,0x11D6,EPS,NOMINAL,Set battery trickle charge rate (variant 13),1.0
CMD_EPS_BATT_RESET_013,0x11D7,EPS,NOMINAL,Reset battery management controller (variant 13),1.0
CMD_EPS_SOLAR_DEPLOY_013,0x11D8,EPS,NOMINAL,Deploy solar array (variant 13),1.0
CMD_EPS_SOLAR_STOW_013,0x11D9,EPS,CRITICAL,Stow solar array (variant 13),1.0
CMD_ADCS_MODE_SET_013,0x11DA,ADCS,NOMINAL,Set ADCS control mode (variant 13),1.0
CMD_ADCS_MODE_SAFE_013,0x11DB,ADCS,NOMINAL,Command ADCS into SAFE mode (variant 13),1.0
CMD_ADCS_RW_SPIN_013,0x11DC,ADCS,HAZARDOUS,Spin reaction wheel to commanded RPM (variant 13),1.0
CMD_ADCS_RW_STOP_013,0x11DD,ADCS,CRITICAL,Stop reaction wheel (variant 13),1.0
CMD_ADCS_MTQ_FIRE_013,0x11DE,ADCS,NOMINAL,Fire magnetorquer along axis (variant 13),1.0
CMD_ADCS_STAR_TRACK_013,0x11DF,ADCS,HAZARDOUS,Begin star tracker tracking (variant 13),1.0
CMD_ADCS_ATT_SLEW_013,0x11E0,ADCS,NOMINAL,Slew to commanded inertial attitude quaternion (variant 13),1.0
CMD_COMM_TX_ENABLE_013,0x11E1,COMM,CRITICAL,Enable transmitter on band (variant 13),1.0
CMD_COMM_TX_DISABLE_013,0x11E2,COMM,NOMINAL,Disable transmitter on band (variant 13),1.0
CMD_COMM_TX_POWER_013,0x11E3,COMM,CRITICAL,Set transmitter output power (variant 13),1.0
CMD_COMM_DUMP_START_013,0x11E4,COMM,NOMINAL,Start virtual-channel data dump (variant 13),1.0
CMD_COMM_DUMP_STOP_013,0x11E5,COMM,CRITICAL,Stop virtual-channel data dump (variant 13),1.0
CMD_CDH_BOOT_WARM_013,0x11E6,CDH,NOMINAL,Warm reboot of flight processor (variant 13),1.0
CMD_CDH_BOOT_COLD_013,0x11E7,CDH,NOMINAL,Cold reboot of flight processor (variant 13),1.0
CMD_CDH_TIME_SYNC_013,0x11E8,CDH,NOMINAL,Sync onboard clock to ground epoch (variant 13),1.0
CMD_CDH_FILE_DELETE_013,0x11E9,CDH,NOMINAL,Delete onboard file by path (variant 13),1.0
CMD_CDH_MEM_DUMP_013,0x11EA,CDH,NOMINAL,Dump memory region (variant 13),1.0
CMD_CDH_MEM_PATCH_013,0x11EB,CDH,NOMINAL,Patch memory region (variant 13),1.0
CMD_THERMAL_HTR_ON_013,0x11EC,THERMAL,NOMINAL,Turn on heater zone (variant 13),1.0
CMD_THERMAL_HTR_OFF_013,0x11ED,THERMAL,NOMINAL,Turn off heater zone (variant 13),1.0
CMD_THERMAL_HTR_AUTO_013,0x11EE,THERMAL,HAZARDOUS,Place heater zone in autonomous control (variant 13),1.0
